id,text,author_id,created_at,public_metrics,reply_settings,entities,possibly_sensitive,edit_history_tweet_ids,source,lang,referenced_tweets,conversation_id,in_reply_to_user_id,attachments,withheld,predictions
474324355275825152,@Cartoonsbyjosh @richardabetts @RogTallbloke @lucialiljegren @RichardTol @EricHolthaus Hurricane Tibbles has a nice ring,876098142,2014-06-04T22:58:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 87, 'end': 103, 'probability': 0.9497, 'type': 'Other', 'normalized_text': 'Hurricane Tibbles'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'Cartoonsbyjosh', 'id': '380517384'}, {'start': 16, 'end': 30, 'username': 'richardabetts', 'id': '101081754'}, {'start': 31, 'end': 44, 'username': 'RogTallbloke', 'id': '89165845'}, {'start': 45, 'end': 60, 'username': 'lucialiljegren', 'id': '7994972'}, {'start': 61, 'end': 72, 'username': 'RichardTol', 'id': '40627145'}, {'start': 73, 'end': 86, 'username': 'EricHolthaus', 'id': '290180065'}]}",False,['474324355275825152'],TweetDeck,en,"[{'type': 'replied_to', 'id': '474324036370300928'}]",4.742531316570071e+17,380517384.0,,,1
474324255011000320,@LimeadeYouth The east coast prepares to be hit by hurricane Geico Can Save You 15% Or More On Auto Insurance.,1968808016,2014-06-04T22:58:09.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",everyone,"{'annotations': [{'start': 61, 'end': 65, 'probability': 0.2586, 'type': 'Organization', 'normalized_text': 'Geico'}]}",False,['474324255011000320'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '474302397682970624'}]",4.743023976829706e+17,206346341.0,,,1
474324202540269570,In the news: Wilton tannery cleanup moving forward http://t.co/KqaX17AMhR,1954280094,2014-06-04T22:57:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 51, 'end': 73, 'url': 'http://t.co/KqaX17AMhR', 'expanded_url': 'http://bangorinsider.com/wilton-tannery-cleanup-moving-forward/', 'display_url': 'bangorinsider.com/wilton-tannery…'}], 'annotations': [{'start': 13, 'end': 26, 'probability': 0.8046, 'type': 'Person', 'normalized_text': 'Wilton tannery'}]}",False,['474324202540269570'],Bangor Insider,en,,4.743242025402696e+17,,,,1
474324197049524224,"Hurricane forecasters: Unpredictable paths to fame -  ST. PETERSBURG, Fla. — We see them... http://t.co/fYwzlial59
 #NationalHurricaneCenter",1406043710,2014-06-04T22:57:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 92, 'end': 114, 'url': 'http://t.co/fYwzlial59', 'expanded_url': 'http://j.mp/1kkQUnK', 'display_url': 'j.mp/1kkQUnK'}], 'annotations': [{'start': 58, 'end': 67, 'probability': 0.3149, 'type': 'Other', 'normalized_text': 'PETERSBURG'}, {'start': 70, 'end': 72, 'probability': 0.2818, 'type': 'Other', 'normalized_text': 'Fla'}, {'start': 117, 'end': 139, 'probability': 0.3956, 'type': 'Other', 'normalized_text': 'NationalHurricaneCenter'}], 'hashtags': [{'start': 116, 'end': 140, 'tag': 'NationalHurricaneCenter'}]}",False,['474324197049524224'],Tweet Old Post,en,,4.743241970495242e+17,,,,1
474324187163533313,"Make it rain In this bitch, hurricane irene.",399096995,2014-06-04T22:57:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['474324187163533313'],Twitter for Android,en,,4.743241871635333e+17,,,,1
474324117030580224,"Hurricane season starts next week -- how good is the forecast? -... http://t.co/sF8dCdhBxP
 #GulfCoast #KathrynSullivan #PhilipKlotzbach",935856134,2014-06-04T22:57:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 68, 'end': 90, 'url': 'http://t.co/sF8dCdhBxP', 'expanded_url': 'http://j.mp/1hdx03U', 'display_url': 'j.mp/1hdx03U'}], 'annotations': [{'start': 0, 'end': 8, 'probability': 0.679, 'type': 'Other', 'normalized_text': 'Hurricane'}, {'start': 93, 'end': 101, 'probability': 0.3714, 'type': 'Place', 'normalized_text': 'GulfCoast'}, {'start': 104, 'end': 118, 'probability': 0.9402, 'type': 'Person', 'normalized_text': 'KathrynSullivan'}, {'start': 121, 'end': 135, 'probability': 0.9615, 'type': 'Person', 'normalized_text': 'PhilipKlotzbach'}], 'hashtags': [{'start': 92, 'end': 102, 'tag': 'GulfCoast'}, {'start': 103, 'end': 119, 'tag': 'KathrynSullivan'}, {'start': 120, 'end': 136, 'tag': 'PhilipKlotzbach'}]}",False,['474324117030580224'],Tweet Old Post,en,,4.743241170305802e+17,,,,1
474324116552830976,Hurricane season is here: Tips for protecting your home and surviving the storm Tonight on @ABCWorldNews @byronpitts http://t.co/xaJtxpZSbX,305807865,2014-06-04T22:57:36.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 117, 'end': 139, 'url': 'http://t.co/xaJtxpZSbX', 'expanded_url': 'https://twitter.com/DonnaLampkin/status/474324116552830976/photo/1', 'display_url': 'pic.twitter.com/xaJtxpZSbX', 'media_key': '3_474324114698932224'}], 'annotations': [{'start': 0, 'end': 8, 'probability': 0.6958, 'type': 'Other', 'normalized_text': 'Hurricane'}], 'mentions': [{'start': 91, 'end': 104, 'username': 'ABCWorldNews', 'id': '86141342'}, {'start': 105, 'end': 116, 'username': 'byronpitts', 'id': '19023793'}]}",True,['474324116552830976'],Twitter for iPhone,en,,4.74324116552831e+17,,{'media_keys': ['3_474324114698932224']},,1
474324103348776960,"RT @RandyBrock: Wx terms
""Polar Vortex""-real, often misused
""Derecho""-real, often misused, and prematurely forecast
""Land Hurricane""- not r…",71033006,2014-06-04T22:57:33.000Z,"{'retweet_count': 26, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 26, 'end': 37, 'probability': 0.8694, 'type': 'Other', 'normalized_text': 'Polar Vortex'}, {'start': 117, 'end': 130, 'probability': 0.8252, 'type': 'Other', 'normalized_text': 'Land Hurricane'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'RandyBrock', 'id': '746785023303397376'}]}",False,['474324103348776960'],TweetCaster for Android,en,"[{'type': 'retweeted', 'id': '474320223152390144'}]",4.7432410334877696e+17,,,,1
474324084247896064,"RT @RandyBrock: Wx terms
""Polar Vortex""-real, often misused
""Derecho""-real, often misused, and prematurely forecast
""Land Hurricane""- not r…",756196,2014-06-04T22:57:28.000Z,"{'retweet_count': 26, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 26, 'end': 37, 'probability': 0.8694, 'type': 'Other', 'normalized_text': 'Polar Vortex'}, {'start': 117, 'end': 130, 'probability': 0.8252, 'type': 'Other', 'normalized_text': 'Land Hurricane'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'RandyBrock', 'id': '746785023303397376'}]}",False,['474324084247896064'],Twitter for Mac,en,"[{'type': 'retweeted', 'id': '474320223152390144'}]",4.7432408424789606e+17,,,,1
474324002375081984,"""Jim Cantore definitely lost a bet and now he has to stand in the middle of every hurricane until he dies""@Kloesner333",1880624515,2014-06-04T22:57:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 1, 'end': 11, 'probability': 0.9786, 'type': 'Person', 'normalized_text': 'Jim Cantore'}]}",False,['474324002375081984'],Twitter for Windows Phone,en,,4.74324002375082e+17,,,,1
474323964052119553,"RT @RandyBrock: Wx terms
""Polar Vortex""-real, often misused
""Derecho""-real, often misused, and prematurely forecast
""Land Hurricane""- not r…",19557634,2014-06-04T22:57:00.000Z,"{'retweet_count': 26, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 26, 'end': 37, 'probability': 0.8694, 'type': 'Other', 'normalized_text': 'Polar Vortex'}, {'start': 117, 'end': 130, 'probability': 0.8252, 'type': 'Other', 'normalized_text': 'Land Hurricane'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'RandyBrock', 'id': '746785023303397376'}]}",False,['474323964052119553'],Twitter for iPad,en,"[{'type': 'retweeted', 'id': '474320223152390144'}]",4.7432396405211955e+17,,,,1
474323788583034880,RT @HeroineAddict: I imagine the worst part after a hurricane is wondering which neighbor will find ur bondage Polaroids during the clean u…,620944330,2014-06-04T22:56:18.000Z,"{'retweet_count': 473, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 111, 'end': 119, 'probability': 0.6582, 'type': 'Other', 'normalized_text': 'Polaroids'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'HeroineAddict', 'id': '2153393089'}]}",False,['474323788583034880'],Favstar.FM,en,"[{'type': 'retweeted', 'id': '395523792673320960'}]",4.743237885830349e+17,,,,1
474323773294784512,"Naw, he just changed his name to Teyana Taylor RT @SpaceGhost_Fly: Is hurricane Chris Dead?",33677132,2014-06-04T22:56:14.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 33, 'end': 45, 'probability': 0.95, 'type': 'Person', 'normalized_text': 'Teyana Taylor'}, {'start': 80, 'end': 89, 'probability': 0.8963, 'type': 'Person', 'normalized_text': 'Chris Dead'}], 'mentions': [{'start': 50, 'end': 65, 'username': 'SpaceGhost_Fly', 'id': '151782976'}]}",False,['474323773294784512'],Twitter for iPhone,en,"[{'type': 'replied_to', 'id': '474323156681781248'}]",4.7432315668178125e+17,151782976.0,,,1
474323745318764546,"From the Harford County Department of Emergency Services: (Forest Hill, MD) – The National… http://t.co/uxeYQrF2gv",265596938,2014-06-04T22:56:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 92, 'end': 114, 'url': 'http://t.co/uxeYQrF2gv', 'expanded_url': 'http://goo.gl/fb/RhVBU', 'display_url': 'goo.gl/fb/RhVBU'}], 'annotations': [{'start': 9, 'end': 55, 'probability': 0.697, 'type': 'Place', 'normalized_text': 'Harford County Department of Emergency Services'}, {'start': 59, 'end': 69, 'probability': 0.7543, 'type': 'Place', 'normalized_text': 'Forest Hill'}, {'start': 72, 'end': 73, 'probability': 0.6076, 'type': 'Place', 'normalized_text': 'MD'}]}",False,['474323745318764546'],Google,en,,4.7432374531876454e+17,,,,1
474323732891467776,"RT @gogreen18: that awkward moment when people wait around and die in a hurricane because it has a female (""non threatening"") name http://t…",2301244254,2014-06-04T22:56:05.000Z,"{'retweet_count': 99, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 13, 'username': 'gogreen18', 'id': '15081340'}]}",False,['474323732891467776'],Twitter Web Client,en,"[{'type': 'retweeted', 'id': '474301561842466817'}]",4.743237328914678e+17,,,,1
474323721118056448,Taking selfies and your room looks like hurricane Katrina just ran up all in there #judgingyou 😒,129978465,2014-06-04T22:56:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 50, 'end': 56, 'probability': 0.4303, 'type': 'Other', 'normalized_text': 'Katrina'}], 'hashtags': [{'start': 83, 'end': 94, 'tag': 'judgingyou'}]}",False,['474323721118056448'],Twitter for iPhone,en,,4.7432372111805645e+17,,,,1
474323715102998528,"#MEMA head: Be prepared for hurricane season - ""Don't let your... http://t.co/CjsSfLqyjq
 #EmergencyManagementAgency #LathamJr #TerrySteed",970651890,2014-06-04T22:56:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 66, 'end': 88, 'url': 'http://t.co/CjsSfLqyjq', 'expanded_url': 'http://j.mp/U8TWXy', 'display_url': 'j.mp/U8TWXy'}], 'annotations': [{'start': 1, 'end': 4, 'probability': 0.7481, 'type': 'Place', 'normalized_text': 'MEMA'}, {'start': 118, 'end': 125, 'probability': 0.4378, 'type': 'Place', 'normalized_text': 'LathamJr'}, {'start': 128, 'end': 137, 'probability': 0.9057, 'type': 'Person', 'normalized_text': 'TerrySteed'}], 'hashtags': [{'start': 0, 'end': 5, 'tag': 'MEMA'}, {'start': 90, 'end': 116, 'tag': 'EmergencyManagementAgency'}, {'start': 117, 'end': 126, 'tag': 'LathamJr'}, {'start': 127, 'end': 138, 'tag': 'TerrySteed'}]}",False,['474323715102998528'],Tweet Old Post,en,,4.743237151029985e+17,,,,1
474323630420402176,RT @TheRealGOP: Bergdahl is Obama's Hurricane Katrina.,2540215370,2014-06-04T22:55:40.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 14, 'username': 'TheRealGOP', 'id': '111442299'}]}",False,['474323630420402176'],Twitter Web Client,und,"[{'type': 'retweeted', 'id': '474323334034124800'}]",4.743236304204022e+17,,,,1
474323629346271232,"@DatGamerCrystal ""Ahem, please don't disturb me for this garbage.""",2583129609,2014-06-04T22:55:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'DatGamerCrystal', 'id': '2187583405'}]}",False,['474323629346271232'],twittbot.net,en,"[{'type': 'replied_to', 'id': '474323263863001088'}]",4.743205091993395e+17,2187583405.0,,,1
474323602209517568,When ur in my presents Its like a tropical storm taking toll within.,233027132,2014-06-04T22:55:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['474323602209517568'],Twitter Web Client,en,,4.743236022095176e+17,,,,1
474323590666403840,"Study Claims People Less Frightened Of Female-Named Hurricanes
http://t.co/wEmLJGuSUO",142265166,2014-06-04T22:55:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 63, 'end': 85, 'url': 'http://t.co/wEmLJGuSUO', 'expanded_url': 'http://lnkd.in/bWEDmeA', 'display_url': 'lnkd.in/bWEDmeA'}]}",False,['474323590666403840'],LinkedIn,en,,4.7432359066640384e+17,,,,1
474323560941752320,"""we have garbage pickers as friends""",1421368988,2014-06-04T22:55:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['474323560941752320'],Twitter for iPhone,en,,4.743235609417523e+17,,,,1
474323559213719553,@TheShippingSong his puffing breath in such a hurricane that his thoughts were nothing but sirens at the distance./,933378224,2014-06-04T22:55:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['474323559213719553'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '474323463889756160'}]",4.70293323769729e+17,933378224.0,,,1
474323558156361728,"@CookieFD had an ace day pal cheers, on the other hand cancun is in the middle of a tropical storm pah",106733136,2014-06-04T22:55:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 55, 'end': 60, 'probability': 0.5796, 'type': 'Other', 'normalized_text': 'cancun'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'CookieFD', 'id': '20538244'}]}",False,['474323558156361728'],Echofon,en,"[{'type': 'replied_to', 'id': '474097903318093824'}]",4.7409449412068966e+17,20538244.0,,,1
474323506881368065,RT @ABCWorldNews: NOW: Hurricane season is here: Tips for protecting your home and surviving the storm: http://t.co/CMOnhysBum,1612570153,2014-06-04T22:55:11.000Z,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 104, 'end': 126, 'url': 'http://t.co/CMOnhysBum', 'expanded_url': 'https://twitter.com/ABCWorldNews/status/474258924548276225/photo/1', 'display_url': 'pic.twitter.com/CMOnhysBum', 'media_key': '3_474258922757308416'}], 'annotations': [{'start': 23, 'end': 31, 'probability': 0.5809, 'type': 'Other', 'normalized_text': 'Hurricane'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'ABCWorldNews', 'id': '86141342'}]}",False,['474323506881368065'],RoundTeam,en,"[{'type': 'retweeted', 'id': '474321610619371520'}]",4.7432350688136806e+17,,{'media_keys': ['3_474258922757308416']},,1
474323484873854977,So if there's a Hurricane Lily or Hurricane Rose we're probably doomed.  #TooFeminineHurricaneNames http://t.co/SHwyIubW47,53254936,2014-06-04T22:55:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 100, 'end': 122, 'url': 'http://t.co/SHwyIubW47', 'expanded_url': 'http://www.news-gazette.com/news/local/2014-06-04/ui-study-dont-be-misled-hurricanes-femininity.html', 'display_url': 'news-gazette.com/news/local/201…'}], 'annotations': [{'start': 16, 'end': 29, 'probability': 0.7129, 'type': 'Other', 'normalized_text': 'Hurricane Lily'}, {'start': 34, 'end': 47, 'probability': 0.7033, 'type': 'Other', 'normalized_text': 'Hurricane Rose'}, {'start': 74, 'end': 98, 'probability': 0.5518, 'type': 'Other', 'normalized_text': 'TooFeminineHurricaneNames'}], 'hashtags': [{'start': 73, 'end': 99, 'tag': 'TooFeminineHurricaneNames'}]}",False,['474323484873854977'],Hootsuite,en,,4.74323484873855e+17,,,,1
474323465080537089,#Storm Tropical Storm Boris weakens but drenches Mexico http://t.co/59uvPJuXdM,314564538,2014-06-04T22:55:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 56, 'end': 78, 'url': 'http://t.co/59uvPJuXdM', 'expanded_url': 'http://q.gs/7IIg7', 'display_url': 'q.gs/7IIg7'}], 'annotations': [{'start': 1, 'end': 5, 'probability': 0.4082, 'type': 'Other', 'normalized_text': 'Storm'}, {'start': 7, 'end': 14, 'probability': 0.4479, 'type': 'Other', 'normalized_text': 'Tropical'}, {'start': 22, 'end': 26, 'probability': 0.8942, 'type': 'Person', 'normalized_text': 'Boris'}, {'start': 49, 'end': 54, 'probability': 0.4858, 'type': 'Place', 'normalized_text': 'Mexico'}], 'hashtags': [{'start': 0, 'end': 6, 'tag': 'Storm'}]}",False,['474323465080537089'],twitterfeed,en,,4.743234650805371e+17,,,,1
