id,text,author_id,created_at,public_metrics,reply_settings,entities,possibly_sensitive,edit_history_tweet_ids,source,lang,referenced_tweets,conversation_id,in_reply_to_user_id,attachments,withheld,predictions
1566425728203333634,"Tropical Storm #Earl has had a center reformation overnight closer to where the deepest convection is. This has caused pressures to rise, and winds to remain steady or even decrease. Semi unfavorable conditions will stay for 2-3 days before improving. https://t.co/Ji4T5PX9SO",1528978730781233152,2022-09-04T13:59:31.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 15, 'end': 20, 'tag': 'Earl'}], 'urls': [{'start': 252, 'end': 275, 'url': 'https://t.co/Ji4T5PX9SO', 'expanded_url': 'https://twitter.com/Etrackers_/status/1566425728203333634/video/1', 'display_url': 'pic.twitter.com/Ji4T5PX9SO', 'media_key': '7_1566425286782205961'}], 'annotations': [{'start': 0, 'end': 7, 'probability': 0.4756, 'type': 'Other', 'normalized_text': 'Tropical'}, {'start': 16, 'end': 19, 'probability': 0.4095, 'type': 'Other', 'normalized_text': 'Earl'}]}",False,['1566425728203333634'],Twitter Web App,en,,1566425728203333634,,{'media_keys': ['7_1566425286782205961']},,1
1566425726689091586,#Earl may have been messy but once he cleans up he’s gonna be a photogenic #hurricane if this continues. https://t.co/a9z92nfrVc,18171434,2022-09-04T13:59:30.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 22, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 0, 'end': 5, 'tag': 'Earl'}, {'start': 75, 'end': 85, 'tag': 'hurricane'}], 'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/a9z92nfrVc', 'expanded_url': 'https://twitter.com/BobbiStorm/status/1566425726689091586/photo/1', 'display_url': 'pic.twitter.com/a9z92nfrVc', 'media_key': '3_1566425693818322946'}], 'annotations': [{'start': 1, 'end': 4, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'Earl'}]}",False,['1566425726689091586'],Twitter for iPhone,en,,1566425726689091586,,{'media_keys': ['3_1566425693818322946']},,1
1566425709437919234,"@washingtonpost Garbage post from a garbage ""news"" organization",2763182502,2022-09-04T13:59:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'washingtonpost', 'id': '2467791'}]}",False,['1566425709437919234'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1565837216445759488'}]",1565837216445759488,2467791.0,,,1
1566425703918325766,"RT @CityofVaBeach: September is Emergency Preparedness Month! It’s also peak hurricane season, meaning now is a perfect time to prepare and…",302968753,2022-09-04T13:59:25.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 17, 'username': 'CityofVaBeach', 'id': '14420135'}]}",False,['1566425703918325766'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1565346272906661890'}]",1566425703918325766,,,,1
1566425689871589376,"RT @DavidBCollum: This is the Cajun Navy heading to Houston to help hurricane victims a number of years ago. In modern parlance, they are c…",1237809237683777537,2022-09-04T13:59:21.000Z,"{'retweet_count': 352, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 30, 'end': 39, 'probability': 0.796, 'type': 'Organization', 'normalized_text': 'Cajun Navy'}, {'start': 52, 'end': 58, 'probability': 0.963, 'type': 'Place', 'normalized_text': 'Houston'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'DavidBCollum', 'id': '419084104'}]}",False,['1566425689871589376'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1566195248124010501'}]",1566425689871589376,,,,1
1566425687334027265,Good morning except the tropical storm that’s passing by https://t.co/pysRhuYFE2,761642999214329856,2022-09-04T13:59:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",everyone,"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/pysRhuYFE2', 'expanded_url': 'https://twitter.com/BeAGremlin_/status/1566425687334027265/photo/1', 'display_url': 'pic.twitter.com/pysRhuYFE2', 'media_key': '3_1566425682615439360'}]}",False,['1566425687334027265'],Twitter for iPhone,en,,1566425687334027265,,{'media_keys': ['3_1566425682615439360']},,1
1566425686033793025,RT @SunSentinel: Tropical Storm Earl forms on same day Hurricane Danielle becomes first hurricane of season https://t.co/ecjfgaS8k1 https:/…,1284952956350140416,2022-09-04T13:59:20.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/ecjfgaS8k1', 'expanded_url': 'https://trib.al/skRwAgQ', 'display_url': 'trib.al/skRwAgQ', 'images': [{'url': 'https://pbs.twimg.com/news_img/1566065716847050753/p3PJPkbl?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1566065716847050753/p3PJPkbl?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Tropical Storm Earl forms on same day Hurricane Danielle becomes first hurricane of season', 'description': 'Tropical Storm Earl and Hurricane Danielle both formed Friday, the National Hurricane Center said.', 'unwound_url': 'https://www.sun-sentinel.com/news/weather/hurricane/fl-ne-tropical-storm-earl-hurricane-daniellle-saturday-20220903-g3rk653xufcn3mllskdlri6lla-story.html#ed=rss_www.sun-sentinel.com/obf/rss'}], 'annotations': [{'start': 17, 'end': 35, 'probability': 0.6284, 'type': 'Other', 'normalized_text': 'Tropical Storm Earl'}, {'start': 55, 'end': 72, 'probability': 0.604, 'type': 'Other', 'normalized_text': 'Hurricane Danielle'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'SunSentinel', 'id': '12699932'}]}",False,['1566425686033793025'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1566065674040086528'}]",1566425686033793025,,,,1
1566425667733884928,"#Accident in #Livermore, 580 west near Greenville. Debris in lanes. #KCBSTraffic",72898202,2022-09-04T13:59:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 0, 'end': 9, 'tag': 'Accident'}, {'start': 13, 'end': 23, 'tag': 'Livermore'}, {'start': 68, 'end': 80, 'tag': 'KCBSTraffic'}], 'annotations': [{'start': 14, 'end': 22, 'probability': 0.743, 'type': 'Place', 'normalized_text': 'Livermore'}, {'start': 39, 'end': 48, 'probability': 0.9595, 'type': 'Place', 'normalized_text': 'Greenville'}, {'start': 69, 'end': 79, 'probability': 0.3639, 'type': 'Place', 'normalized_text': 'KCBSTraffic'}]}",False,['1566425667733884928'],TweetDeck,en,,1566425667733884928,,,,1
1566425656246030339,"@TheNaumy1 @WBrettWilson No one left it for tax payers to cleanup.  The OWA has been around for 20 years now.  The industry funds the cleanup.

The industry got $1.7B out of a $382B package.  And in Alberta the Orphan Well Association was funded enough that it didn’t need the money and hence it went  1/3",1301245886492680193,2022-09-04T13:59:13.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 72, 'end': 74, 'probability': 0.6246, 'type': 'Organization', 'normalized_text': 'OWA'}, {'start': 199, 'end': 205, 'probability': 0.7172, 'type': 'Place', 'normalized_text': 'Alberta'}, {'start': 211, 'end': 233, 'probability': 0.7138, 'type': 'Other', 'normalized_text': 'Orphan Well Association'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'TheNaumy1', 'id': '1421898572274995203'}, {'start': 11, 'end': 24, 'username': 'WBrettWilson', 'id': '40316065'}]}",False,['1566425656246030339'],Twitter for iPhone,en,"[{'type': 'replied_to', 'id': '1566421955661766656'}]",1566220090017779719,1.4218985722749952e+18,,,1
1566425591481413632,RT @zatukaya21: テバ ハリケーン XLT 2 TEVA スポーツサンダル レディース メンズ ブラック 黒 ホワイト 白 カーキ グレー ブルー HURRICANE XLT 2 1019235 サンダル シューズ ブランド テヴァ アウトドア レジャー キャンプ…,1248974552702410752,2022-09-04T13:58:58.000Z,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 14, 'username': 'zatukaya21', 'id': '419438098'}]}",False,['1566425591481413632'],Twitter for Android,ja,"[{'type': 'retweeted', 'id': '1566396695654477824'}]",1566425591481413632,,,,1
1566425590701477895,"RT @CanesFootball: It’s great to be a Miami Hurricane.

#GoCanes https://t.co/VYzchsNoUR",338561978,2022-09-04T13:58:58.000Z,"{'retweet_count': 540, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 56, 'end': 64, 'tag': 'GoCanes'}], 'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/VYzchsNoUR', 'expanded_url': 'https://twitter.com/CanesFootball/status/1566213931290529792/video/1', 'display_url': 'pic.twitter.com/VYzchsNoUR', 'media_key': '7_1566211853423886343'}], 'annotations': [{'start': 38, 'end': 52, 'probability': 0.7272, 'type': 'Other', 'normalized_text': 'Miami Hurricane'}, {'start': 57, 'end': 63, 'probability': 0.5129, 'type': 'Organization', 'normalized_text': 'GoCanes'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'CanesFootball', 'id': '764347046'}]}",False,['1566425590701477895'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1566213931290529792'}]",1566425590701477895,,{'media_keys': ['7_1566211853423886343']},,1
1566425558677917697,@sanecane He did. He sent me a text last night. Did you get a chance to meet him? He and his wife are great humble people. I met them in 1992 after Hurricane Andrew and we've been friends since then. Everything I've celebrated or sadness they have broken me down they have been there 4me,422130933,2022-09-04T13:58:50.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",everyone,"{'annotations': [{'start': 148, 'end': 163, 'probability': 0.796, 'type': 'Person', 'normalized_text': 'Hurricane Andrew'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'sanecane', 'id': '633944961'}]}",False,['1566425558677917697'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1566237471079387137'}]",1566237471079387137,633944961.0,,,1
1566425495524282369,RT @NHC_Atlantic: Here are the 5 AM AST Sunday Key Messages for Tropical Storm #Earl.  Latest information at https://t.co/tW4KeGdBFb https:…,2192243836,2022-09-04T13:58:35.000Z,"{'retweet_count': 76, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 79, 'end': 84, 'tag': 'Earl'}], 'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/tW4KeGdBFb', 'expanded_url': 'http://hurricanes.gov', 'display_url': 'hurricanes.gov', 'images': [{'url': 'https://pbs.twimg.com/news_img/1592140840641650691/HhWKiMP6?format=jpg&name=orig', 'width': 540, 'height': 30}, {'url': 'https://pbs.twimg.com/news_img/1592140840641650691/HhWKiMP6?format=jpg&name=150x150', 'width': 30, 'height': 30}], 'status': 200, 'title': 'National Hurricane Center', 'description': 'National Hurricane Center Home Page', 'unwound_url': 'https://www.nhc.noaa.gov/'}], 'annotations': [{'start': 80, 'end': 83, 'probability': 0.4779, 'type': 'Other', 'normalized_text': 'Earl'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'NHC_Atlantic', 'id': '299798272'}]}",False,['1566425495524282369'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1566351020829163520'}]",1566425495524282369,,,,1
1566425450573963265,@Scott27716789 @Ian_Burnett_ @Rob_Kimbell Maybe we need to claim our Reparations from BLM.🇬🇧😎🇬🇧,1184541468238725123,2022-09-04T13:58:24.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}",everyone,"{'annotations': [{'start': 86, 'end': 88, 'probability': 0.3763, 'type': 'Organization', 'normalized_text': 'BLM'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'Scott27716789', 'id': '1546077734727815168'}, {'start': 15, 'end': 28, 'username': 'Ian_Burnett_', 'id': '2827787582'}, {'start': 29, 'end': 41, 'username': 'Rob_Kimbell', 'id': '555370896'}]}",False,['1566425450573963265'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1566059364540186626'}]",1566056716302798849,1.5460777347278152e+18,,,1
1566425363194019842,"RT @IsabellaMDeLuca: Fun Fact:

It's been 7 years since BLM was founded.

They have raised over $1 BILLION.

They haven't had 1 neighborhoo…",864062539,2022-09-04T13:58:04.000Z,"{'retweet_count': 1083, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 56, 'end': 58, 'probability': 0.4326, 'type': 'Other', 'normalized_text': 'BLM'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'IsabellaMDeLuca', 'id': '1178293200907313152'}]}",False,['1566425363194019842'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1565447651394568195'}]",1566425363194019842,,,,1
1566425352599109632,RT @mike_sharnet: @MomsAGAbbott @IAmPoliticsGirl I want to see government funded campaigns with equal limited money for each candidate.  no…,1327622033015001089,2022-09-04T13:58:01.000Z,"{'retweet_count': 57, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 3, 'end': 16, 'username': 'mike_sharnet', 'id': '824468221868773376'}, {'start': 18, 'end': 31, 'username': 'MomsAGAbbott', 'id': '1425867981112893448'}, {'start': 32, 'end': 48, 'username': 'IAmPoliticsGirl', 'id': '3827830753'}]}",False,['1566425352599109632'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1566309709983784960'}]",1566425352599109632,,,,1
1566425351894564865,Hurricane tortilla https://t.co/hOzZrVFTZu,133602177,2022-09-04T13:58:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 19, 'end': 42, 'url': 'https://t.co/hOzZrVFTZu', 'expanded_url': 'https://enggpt.blogspot.com/2022/09/hurricane-tortilla.html', 'display_url': 'enggpt.blogspot.com/2022/09/hurric…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1566425352175587328/BsfdkIPc?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1566425352175587328/BsfdkIPc?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Hurricane tortilla', 'description': 'PLAYING GAME WITH MOUTH FULL OF WATER', 'unwound_url': 'https://enggpt.blogspot.com/2022/09/hurricane-tortilla.html'}], 'annotations': [{'start': 0, 'end': 17, 'probability': 0.6222, 'type': 'Other', 'normalized_text': 'Hurricane tortilla'}]}",False,['1566425351894564865'],Twitter Web App,en,,1566425351894564865,,,,1
1566425338950942723,RT @StormTeam4NY: BREAKING: Tropical Storm #Earl forms in the Atlantic. Expected to bring gusty winds to Puerto Rico &amp; the Virgin Islands w…,1393912574597533698,2022-09-04T13:57:58.000Z,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 43, 'end': 48, 'tag': 'Earl'}], 'annotations': [{'start': 44, 'end': 47, 'probability': 0.4466, 'type': 'Place', 'normalized_text': 'Earl'}, {'start': 62, 'end': 69, 'probability': 0.8851, 'type': 'Place', 'normalized_text': 'Atlantic'}, {'start': 105, 'end': 115, 'probability': 0.9589, 'type': 'Place', 'normalized_text': 'Puerto Rico'}, {'start': 127, 'end': 140, 'probability': 0.9565, 'type': 'Place', 'normalized_text': 'Virgin Islands'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'StormTeam4NY', 'id': '424274065'}]}",False,['1566425338950942723'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1565895294927216642'}]",1566425338950942723,,,,1
1566425296148041729,"RT @GregPostel: Tropical storm #Earl is getting stronger, just northeast of Puerto Rico https://t.co/ajIpwQeAAb",1869804432,2022-09-04T13:57:48.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 31, 'end': 36, 'tag': 'Earl'}], 'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/ajIpwQeAAb', 'expanded_url': 'https://twitter.com/GregPostel/status/1566389479480463362/video/1', 'display_url': 'pic.twitter.com/ajIpwQeAAb', 'media_key': '7_1566389464481636353'}], 'annotations': [{'start': 32, 'end': 35, 'probability': 0.3346, 'type': 'Place', 'normalized_text': 'Earl'}, {'start': 76, 'end': 86, 'probability': 0.9851, 'type': 'Place', 'normalized_text': 'Puerto Rico'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'GregPostel', 'id': '872355266'}]}",False,['1566425296148041729'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1566389479480463362'}]",1566425296148041729,,{'media_keys': ['7_1566389464481636353']},,1
1566425292301914113,RT @Justice_forum: Sun 4 Sept/Part 2: BF Hurricane just left Dover after unloading over 100 illegal immigrants including many accompanied c…,2719194484,2022-09-04T13:57:47.000Z,"{'retweet_count': 72, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 41, 'end': 49, 'probability': 0.2702, 'type': 'Other', 'normalized_text': 'Hurricane'}, {'start': 61, 'end': 65, 'probability': 0.9722, 'type': 'Place', 'normalized_text': 'Dover'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'Justice_forum', 'id': '491530957'}]}",False,['1566425292301914113'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1566387568958226432'}]",1566425292301914113,,,"{'copyright': False, 'country_codes': ['DE']}",1
1566425284924022785,RT @nytimes: Tropical Storm Danielle again strengthened into a hurricane late Saturday — the first of the 2022 Atlantic season— and was exp…,3083807912,2022-09-04T13:57:45.000Z,"{'retweet_count': 55, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 13, 'end': 20, 'probability': 0.4123, 'type': 'Other', 'normalized_text': 'Tropical'}, {'start': 28, 'end': 35, 'probability': 0.5864, 'type': 'Person', 'normalized_text': 'Danielle'}, {'start': 111, 'end': 118, 'probability': 0.39, 'type': 'Other', 'normalized_text': 'Atlantic'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'nytimes', 'id': '807095'}]}",False,['1566425284924022785'],Twitter Web App,en,"[{'type': 'retweeted', 'id': '1566420835161759744'}]",1566425284924022785,,,,1
