id,text,author_id,created_at,public_metrics,reply_settings,entities,possibly_sensitive,edit_history_tweet_ids,source,lang,referenced_tweets,conversation_id,in_reply_to_user_id,attachments,predictions
247877372504858624,"I-84, 3 Mi E of @ Columbia River Hwy US30, Unconfirmed, An unconfirmed report of hazardous debris has been receiv... http://t.co/rW4eBwSe",126057501,2012-09-18T01:59:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 117, 'end': 137, 'url': 'http://t.co/rW4eBwSe', 'expanded_url': 'http://tpck.us/I137705', 'display_url': 'tpck.us/I137705'}], 'annotations': [{'start': 18, 'end': 31, 'probability': 0.7627, 'type': 'Place', 'normalized_text': 'Columbia River'}, {'start': 37, 'end': 40, 'probability': 0.3731, 'type': 'Place', 'normalized_text': 'US30'}]}",False,['247877372504858624'],ODOTRoadStatus,en,,247877372504858624,,,1
247877364338536448,@Sandy_Mohammad opo'o san ? huakaka,236023238,2012-09-18T01:59:03.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Sandy_Mohammad', 'id': '58696153'}]}",False,['247877364338536448'],Twitter Web Client,tl,"[{'type': 'replied_to', 'id': '247877016702042112'}]",247865375893630976,58696153.0,,1
247877343278952448,Okay and by that I mean a little pitter patter..... Not this hurricane sounding crap.,274043813,2012-09-18T01:58:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,,False,['247877343278952448'],Twitter for iPhone,en,,247877343278952448,,,1
247877144733184000,"sandy galau FB x kd kwa d.buka... hahahah
@sandy_stiawan",635290758,2012-09-18T01:58:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 42, 'end': 56, 'username': 'sandy_stiawan', 'id': '714282074'}]}",False,['247877144733184000'],TweetCaster for Android,in,,247877144733184000,714282074.0,,1
247877143005130752,I expected a lot more between these two teams on #MNF. This game is garbage right now.,376475663,2012-09-18T01:58:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 50, 'end': 52, 'probability': 0.7803, 'type': 'Organization', 'normalized_text': 'MNF'}], 'hashtags': [{'start': 49, 'end': 53, 'tag': 'MNF'}]}",False,['247877143005130752'],Twitter for Android,en,,247877143005130752,,,1
247877045726633985,50 racks make it rain make it hurricane,399604437,2012-09-18T01:57:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['247877045726633985'],Twitter for Android,en,,247877045726633985,,,1
247877022502760448,Chief keef is GARBAGE all caps intended,317415410,2012-09-18T01:57:42.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 6, 'end': 9, 'probability': 0.2196, 'type': 'Person', 'normalized_text': 'keef'}]}",False,['247877022502760448'],Twitter for Android,en,,247877022502760448,,,1
247876952399163392,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/arIiPUNy,480010394,2012-09-18T01:57:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/arIiPUNy', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876952399163392'],twitterfeed,en,,247876952399163392,,,1
247876951006658560,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/2FKk8Fat,491877987,2012-09-18T01:57:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/2FKk8Fat', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876951006658560'],twitterfeed,en,,247876951006658560,,,1
247876950167797760,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/Ihug0kJW,491800813,2012-09-18T01:57:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/Ihug0kJW', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876950167797760'],twitterfeed,en,,247876950167797760,,,1
247876948678828034,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/q1VqwKdQ,237279375,2012-09-18T01:57:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/q1VqwKdQ', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876948678828034'],twitterfeed,en,,247876948678828034,,,1
247876945776365569,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/uEY4upa3,237339502,2012-09-18T01:57:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/uEY4upa3', 'expanded_url': 'http://bit.ly/V67LB5', 'display_url': 'bit.ly/V67LB5'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876945776365569'],twitterfeed,en,,247876945776365569,,,1
247876940567027712,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/c1Ipm6Uy,277346122,2012-09-18T01:57:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/c1Ipm6Uy', 'expanded_url': 'http://bit.ly/V67LB5', 'display_url': 'bit.ly/V67LB5'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876940567027712'],twitterfeed,en,,247876940567027712,,,1
247876938264371200,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/pePGSiml,561839580,2012-09-18T01:57:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/pePGSiml', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876938264371200'],twitterfeed,en,,247876938264371200,,,1
247876935961686017,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/PXQ9uCKA,483028724,2012-09-18T01:57:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/PXQ9uCKA', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876935961686017'],twitterfeed,en,,247876935961686017,,,1
247876933789044736,Perfectstorm: $MKBY - Institutions and Mutual Funds getting aboard.: Perfectstorm http://t.co/FgZYn4Fc,505440302,2012-09-18T01:57:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 82, 'end': 102, 'url': 'http://t.co/FgZYn4Fc', 'expanded_url': 'http://bit.ly/V67NZO', 'display_url': 'bit.ly/V67NZO'}], 'annotations': [{'start': 15, 'end': 18, 'probability': 0.5054, 'type': 'Other', 'normalized_text': 'MKBY'}], 'cashtags': [{'start': 14, 'end': 19, 'tag': 'MKBY'}]}",False,['247876933789044736'],twitterfeed,en,,247876933789044736,,,1
247876932509786112,"we are a hurricane, drop our anchors in the storm",369706062,2012-09-18T01:57:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['247876932509786112'],Twitter Web Client,en,,247876932509786112,,,1
247876911387262976,That's the thing about a hurricane. She's all lightnin and wind and rain. Gets you close and you're swept away. #dustinlynch,478170915,2012-09-18T01:57:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'hashtags': [{'start': 112, 'end': 124, 'tag': 'dustinlynch'}]}",False,['247876911387262976'],Twitter for iPhone,en,,247876911387262976,,,1
247876854042738688,"RT @SongsQuotations: ""After a hurricane comes a rainbow"" - Katy Perry",170197732,2012-09-18T01:57:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 59, 'end': 68, 'probability': 0.9749, 'type': 'Person', 'normalized_text': 'Katy Perry'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'SongsQuotations', 'id': '2951411091'}]}",False,['247876854042738688'],TweetCaster for Android,en,,247876854042738688,,,1
247876842894290944,My shower+the rain= hurricane sound. ☔⚡🌊,552398774,2012-09-18T01:56:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['247876842894290944'],Twitter for iPhone,en,,247876842894290944,,,1
247876785486827520,"Hidup sandy,, RT @FAC7S: It is estimated that millions of trees in the world are accidentally planted by ... http://t.co/NeTw3a1z",76925000,2012-09-18T01:56:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 109, 'end': 129, 'url': 'http://t.co/NeTw3a1z', 'expanded_url': 'http://m.tmi.me/x2quW', 'display_url': 'm.tmi.me/x2quW'}], 'mentions': [{'start': 17, 'end': 23, 'username': 'FAC7S', 'id': '763759764'}]}",False,['247876785486827520'],Sherlock Holmes 2 for BlackBerry,en,,247876785486827520,,,1
247876755749236737,"Tropical Storm Turns Away From U.S.; Kristy, Lane Far Off Mexico: Tropical Storm Nadine, the… http://t.co/I4IQFVh9",122504978,2012-09-18T01:56:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 94, 'end': 114, 'url': 'http://t.co/I4IQFVh9', 'expanded_url': 'http://goo.gl/fb/mTbik', 'display_url': 'goo.gl/fb/mTbik'}], 'annotations': [{'start': 31, 'end': 34, 'probability': 0.88, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 37, 'end': 42, 'probability': 0.5428, 'type': 'Place', 'normalized_text': 'Kristy'}, {'start': 45, 'end': 52, 'probability': 0.4086, 'type': 'Place', 'normalized_text': 'Lane Far'}, {'start': 58, 'end': 63, 'probability': 0.6571, 'type': 'Place', 'normalized_text': 'Mexico'}, {'start': 81, 'end': 86, 'probability': 0.3996, 'type': 'Person', 'normalized_text': 'Nadine'}]}",False,['247876755749236737'],Google,en,,247876755749236737,,,1
247876731678126080,Hurricanes News- NASA's Hurricane Mission explores Tropical Storm Nadine - http://t.co/kykFJeYM - http://t.co/nZU494tz,11629362,2012-09-18T01:56:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 75, 'end': 95, 'url': 'http://t.co/kykFJeYM', 'expanded_url': 'http://Phys.Org', 'display_url': 'Phys.Org'}, {'start': 98, 'end': 118, 'url': 'http://t.co/nZU494tz', 'expanded_url': 'http://tinyurl.com/8mbxbls', 'display_url': 'tinyurl.com/8mbxbls'}], 'annotations': [{'start': 0, 'end': 14, 'probability': 0.6928, 'type': 'Other', 'normalized_text': 'Hurricanes News'}, {'start': 17, 'end': 20, 'probability': 0.9783, 'type': 'Organization', 'normalized_text': 'NASA'}, {'start': 24, 'end': 40, 'probability': 0.568, 'type': 'Other', 'normalized_text': 'Hurricane Mission'}, {'start': 51, 'end': 58, 'probability': 0.4101, 'type': 'Other', 'normalized_text': 'Tropical'}, {'start': 66, 'end': 71, 'probability': 0.2968, 'type': 'Person', 'normalized_text': 'Nadine'}]}",True,['247876731678126080'],WordTwit Plugin,en,,247876731678126080,,,1
247876729828417536,HURRICANE YACHT CLUB DAYYY 💙💛💙💛💙 #LEGGO,326399757,2012-09-18T01:56:32.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.3824, 'type': 'Person', 'normalized_text': 'HURRICANE'}], 'hashtags': [{'start': 33, 'end': 39, 'tag': 'LEGGO'}]}",False,['247876729828417536'],Twitter for iPhone,en,,247876729828417536,,,1
247876679211548672,I hate the fact that my name is Katrina.. Stop callin me hurricane that shi happend 7 years ago build a bridge &amp; get over it,605793149,2012-09-18T01:56:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 32, 'end': 38, 'probability': 0.7339, 'type': 'Other', 'normalized_text': 'Katrina'}]}",False,['247876679211548672'],Twitter for iPhone,en,,247876679211548672,,,1
247876635645313025,I hope this football game can get itself out of the garbage,377186607,2012-09-18T01:56:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['247876635645313025'],Twitter for iPhone,en,,247876635645313025,,,1
247876597179379712,@NiallerIsMyBoo yes i love texas i lived in houston for 3 months for hurricane katrina and im going again next summer bc 1D concert yey,189558339,2012-09-18T01:56:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 27, 'end': 31, 'probability': 0.5005, 'type': 'Place', 'normalized_text': 'texas'}, {'start': 44, 'end': 50, 'probability': 0.9276, 'type': 'Place', 'normalized_text': 'houston'}, {'start': 79, 'end': 85, 'probability': 0.4172, 'type': 'Other', 'normalized_text': 'katrina'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'niallerismyboo', 'id': '1317535495'}]}",False,['247876597179379712'],Twitter for iPhone,en,"[{'type': 'replied_to', 'id': '247875985544994816'}]",247847911860346880,271670713.0,,1
247876533044264961,RT @adob32: @k_cakes HURRICANE ISSAC IS COMING AFTER US 😲☔⚡☔,413607054,2012-09-18T01:55:45.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 21, 'end': 35, 'probability': 0.4626, 'type': 'Person', 'normalized_text': 'HURRICANE ISSAC'}], 'mentions': [{'start': 3, 'end': 10, 'username': 'adob32', 'id': '412659003'}, {'start': 12, 'end': 20, 'username': 'k_cakes', 'id': '413607054'}]}",False,['247876533044264961'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '247874891410460673'}]",247876533044264961,,,1
247876495094214657,Did #hurricane #ISAAC deposit #BP #oil along Gulf?  Study on oil plume from Desoto Canyon http://t.co/DwYP3lQJ … #science,362664570,2012-09-18T01:55:36.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 90, 'end': 110, 'url': 'http://t.co/DwYP3lQJ', 'expanded_url': 'http://phys.org/news/2012-09-desoto-canyon-shelf-gulf-mexico.html', 'display_url': 'phys.org/news/2012-09-d…'}], 'annotations': [{'start': 16, 'end': 20, 'probability': 0.353, 'type': 'Place', 'normalized_text': 'ISAAC'}, {'start': 45, 'end': 48, 'probability': 0.6428, 'type': 'Place', 'normalized_text': 'Gulf'}, {'start': 76, 'end': 88, 'probability': 0.9627, 'type': 'Place', 'normalized_text': 'Desoto Canyon'}], 'hashtags': [{'start': 4, 'end': 14, 'tag': 'hurricane'}, {'start': 15, 'end': 21, 'tag': 'ISAAC'}, {'start': 30, 'end': 33, 'tag': 'BP'}, {'start': 34, 'end': 38, 'tag': 'oil'}, {'start': 113, 'end': 121, 'tag': 'science'}]}",False,['247876495094214657'],Twitter Web Client,en,,247876495094214657,,,1
247876470343618560,Its a damn hurricane goin outside,34331830,2012-09-18T01:55:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['247876470343618560'],Twitter for BlackBerry®,en,,247876470343618560,,,1
247876413330452480,"@AdamSchefter Goodell is undermining a $billion industry by allowing people to say,""the regular refs made bad calls too."" #garbage #MNF",593267840,2012-09-18T01:55:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 14, 'end': 20, 'probability': 0.7847, 'type': 'Person', 'normalized_text': 'Goodell'}, {'start': 132, 'end': 134, 'probability': 0.7612, 'type': 'Organization', 'normalized_text': 'MNF'}], 'hashtags': [{'start': 122, 'end': 130, 'tag': 'garbage'}, {'start': 131, 'end': 135, 'tag': 'MNF'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'AdamSchefter', 'id': '51263592'}]}",False,['247876413330452480'],Twitter for iPad,en,"[{'type': 'replied_to', 'id': '247874215213158402'}]",247874215213158402,51263592.0,,1
247876393122291712,"RT @abstractalisa: ""They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.""",349835962,2012-09-18T01:55:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 103, 'end': 111, 'probability': 0.2915, 'type': 'Person', 'normalized_text': 'Shanaynay'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'abstractalisa', 'id': '300003542'}]}",False,['247876393122291712'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '247862534646935553'}]",247876393122291712,,,1
247876376869339136,@txrebelcowgirl1 living life! Just got done with working the hurricane!,121291019,2012-09-18T01:55:08.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'txrebelcowgirl1', 'id': '284832945'}]}",False,['247876376869339136'],Echofon,en,"[{'type': 'replied_to', 'id': '247876014129172480'}]",247872162537541632,284832945.0,,1
247876376663846912,@bushi_1020 @croakingfrog @antoniopiresp @EndOfCentury @RoyImmanuelP @ArKira_Sandy @scribble #FFme please:D,158562136,2012-09-18T01:55:08.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 94, 'end': 97, 'probability': 0.6192, 'type': 'Other', 'normalized_text': 'FFme'}], 'hashtags': [{'start': 93, 'end': 98, 'tag': 'FFme'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'bushi_1020', 'id': '2300937770'}, {'start': 12, 'end': 25, 'username': 'croakingfrog', 'id': '17050618'}, {'start': 26, 'end': 40, 'username': 'antoniopiresp', 'id': '71345831'}, {'start': 41, 'end': 54, 'username': 'EndOfCentury', 'id': '365284641'}, {'start': 69, 'end': 82, 'username': 'ArKira_Sandy', 'id': '303870821'}, {'start': 83, 'end': 92, 'username': 'scribble', 'id': '978381602161078272'}]}",False,['247876376663846912'],Twitter Web Client,en,"[{'type': 'replied_to', 'id': '247800934841864192'}]",247800934841864192,231630139.0,,1
247876361547567104,@bushi_1020 @croakingfrog @EndOfCentury @RoyImmanuelP @ArKira_Sandy @antoniopiresp @scribble #FFme please:D,158562136,2012-09-18T01:55:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 94, 'end': 97, 'probability': 0.6192, 'type': 'Other', 'normalized_text': 'FFme'}], 'hashtags': [{'start': 93, 'end': 98, 'tag': 'FFme'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'bushi_1020', 'id': '2300937770'}, {'start': 12, 'end': 25, 'username': 'croakingfrog', 'id': '17050618'}, {'start': 26, 'end': 39, 'username': 'EndOfCentury', 'id': '365284641'}, {'start': 54, 'end': 67, 'username': 'ArKira_Sandy', 'id': '303870821'}, {'start': 68, 'end': 82, 'username': 'antoniopiresp', 'id': '71345831'}, {'start': 83, 'end': 92, 'username': 'scribble', 'id': '978381602161078272'}]}",False,['247876361547567104'],Twitter Web Client,en,"[{'type': 'replied_to', 'id': '247801023115169792'}]",247801023115169792,231630139.0,,1
